source,destiny,category
26794584,253960284,15
26794584,5087655869,15
26794584,5492829123,15
26794584,261170287,15
8144826597,7171194181,10
8144826597,5492688782,10
8144826597,2426852363,10
8144826597,7505842309,10
8144826597,1886244367,15
8144826597,1589049889,15
8144826597,6932804444,15
8144826597,258020641,15
267166529,5676647719,10
267166529,5494930730,10
267166529,5495940354,10
267166529,2062421330,10
267166529,6471238933,15
267166529,8807088573,15
267166529,2393970530,15
267166529,5913700336,15
8520355501,1789285083,10
8520355501,261197916,10
8520355501,4589642277,10
8520355501,2185533527,10
8520355501,8461369723,15
8520355501,2061486064,15
8520355501,5495333091,15
8520355501,4554616407,15
8199080905,261153020,10
8199080905,727782454,10
8199080905,260099887,10
8199080905,1745197003,10
8199080905,1973119562,15
8199080905,9170278714,15
8199080905,5495861277,15
8199080905,8389024605,15
261328417,1674135283,10
261328417,8627633900,10
261328417,2198881762,10
261328417,5495902885,10
261328417,261149699,15
261328417,8733990876,15
261328417,2922930018,15
261328417,261211063,15
261174767,2261053296,10
261174767,1901119357,10
261174767,9203562477,10
261174767,7182430717,10
261174767,1899369791,15
261174767,5686356995,15
261174767,5493456464,15
261174767,2376676415,15
8511660016,5492841872,10
8511660016,9252023529,10
8511660016,3239074097,10
8511660016,2196466377,10
8511660016,540559873,15
8511660016,261214598,15
8511660016,2349114212,15
8511660016,9249404189,15
2398791995,408448328,10
2398791995,5495849790,10
2398791995,5676787978,10
2398791995,6483358037,10
2398791995,2404077824,15
2398791995,5492881570,15
2398791995,2404049902,15
2398791995,8489593441,15
418158481,4427781389,10
418158481,5831565615,10
418158481,4498984734,10
418158481,2178993437,10
418158481,5527990506,15
418158481,5497952253,15
418158481,3732066509,15
418158481,2408177584,15
5801272706,8251278110,10
5801272706,8074449418,10
5801272706,5496052253,10
5801272706,261227120,10
5801272706,6086274974,15
5801272706,6784845958,15
5801272706,2522464003,15
5801272706,2276367596,15
2278975865,5493076421,10
2278975865,2473617175,10
2278975865,7209779457,10
2278975865,2383809178,10
2278975865,261149054,15
2278975865,2185494862,15
2278975865,261292040,15
2278975865,261214231,15
8553102254,4626850461,10
8553102254,261116740,10
8553102254,2473617168,10
8553102254,6776841499,10
8553102254,2256181077,15
8553102254,261196759,15
8553102254,5742254768,15
8553102254,2004562461,15
2188200332,261148620,10
2188200332,261226945,10
2188200332,5847178356,10
2188200332,261116791,10
2188200332,5686525377,15
2188200332,261302017,15
2188200332,619030981,15
2188200332,2409177757,15
261281726,261169874,10
261281726,261262904,10
261281726,2267984535,10
261281726,5493476372,10
261281726,7452185553,15
261281726,5492680063,15
261281726,5492722558,15
261281726,9074967783,15
4408699853,5495262484,10
4408699853,2447379072,10
4408699853,7699057189,10
4408699853,261218683,10
4408699853,7505323016,15
4408699853,310337169,15
4408699853,8396531172,15
4408699853,8309599797,15
8709706406,2134702777,10
8709706406,261141624,10
8709706406,2214240059,10
8709706406,4121470188,10
8709706406,6991457028,15
8709706406,736918429,15
8709706406,8502214040,15
8709706406,4156112943,15
6939664318,5492688742,10
6939664318,7930524770,10
6939664318,1343288680,10
6939664318,1311176298,10
6939664318,5495867832,15
6939664318,367740943,15
6939664318,9242098662,15
6939664318,5493541447,15
5691663315,8113173969,10
5691663315,2469407004,10
5691663315,261151786,10
5691663315,2439605876,10
5691663315,7745704566,15
5691663315,409194547,15
5691663315,5495298491,15
5691663315,367776897,15
369882204,1438403301,10
369882204,261156169,10
369882204,7618316009,10
369882204,367776881,10
369882204,2421238470,15
369882204,367741640,15
369882204,2170742844,15
369882204,261142082,15
1640173968,3927926250,10
1640173968,261296294,10
1640173968,692311146,10
1640173968,2195116008,10
1640173968,9271211968,15
1640173968,5924521991,15
1640173968,2404077844,15
1640173968,3428581174,15
5685363561,261158079,10
5685363561,5498401829,10
5685363561,1317827198,10
5685363561,1308208283,10
5685363561,2404160110,15
5685363561,4819366622,15
5685363561,261224856,15
5685363561,5492722584,15
270720590,8807173864,10
270720590,459980020,10
270720590,1899062917,10
270720590,727703782,10
270720590,1869956297,15
270720590,5685687454,15
270720590,261176125,15
270720590,8805467540,15
2264169274,2406532284,10
2264169274,2425903699,10
2264169274,2408897902,10
2264169274,2410250277,10
2264169274,261356245,15
2264169274,261319365,15
2264169274,1889254215,15
2264169274,2342687262,15
9309565705,2465508976,10
9309565705,8113173951,10
9309565705,2316753978,10
9309565705,2420079028,10
9309565705,2479521362,15
9309565705,368387770,15
9309565705,5495787830,15
9309565705,2480086440,15
1731729549,5930915052,10
1731729549,7017083875,10
1731729549,2397713616,10
1731729549,2434284343,10
1731729549,2240740754,15
1731729549,259379124,15
1731729549,261208435,15
1731729549,5493113007,15
7165503762,2260846913,10
7165503762,5691390985,10
7165503762,261131945,10
7165503762,4066087982,10
7165503762,367529464,15
7165503762,5498877739,15
7165503762,2195139342,15
7165503762,287221131,15
2336581525,2292168146,10
2336581525,2386528545,10
2336581525,1894144818,10
2336581525,2394291312,10
2336581525,2404049865,15
2336581525,427142766,15
2336581525,8232235764,15
2336581525,5893036084,15
2052502256,261196550,10
2052502256,3882555966,10
2052502256,3629797535,10
2052502256,5495406328,10
2052502256,308440556,15
2052502256,5495388805,15
2052502256,261136471,15
2052502256,469203067,15
269448542,5496181841,10
269448542,1307330605,10
269448542,261264650,10
269448542,505205058,10
269448542,367740169,15
269448542,2050482991,15
269448542,8339292737,15
269448542,261308819,15
261166199,2379520939,10
261166199,3611552942,10
261166199,7139831406,10
261166199,261162164,10
261166199,2259826050,15
261166199,5495292711,15
261166199,4519555867,15
261166199,6936901874,15
365012318,7022754642,10
365012318,2213405567,10
365012318,258023461,10
365012318,2395790641,10
365012318,261127054,15
365012318,368387791,15
365012318,367740934,15
365012318,261302530,15
2401540029,5492702428,10
2401540029,261125681,10
2401540029,261212641,10
2401540029,7505576987,10
2401540029,2471541608,15
2401540029,2285851042,15
2401540029,5492872115,15
2401540029,5493241524,15
1849421300,261150770,10
1849421300,261174125,10
1849421300,5492781947,10
1849421300,712771068,10
1849421300,2388588796,15
1849421300,2482865808,15
1849421300,6080403285,15
1849421300,8999407941,15
261131836,2386562897,10
261131836,5495787830,10
261131836,261151770,10
261131836,2425903719,10
261131836,2427161107,15
261131836,2399967164,15
261131836,5493344799,15
261131836,3960167003,15
1974927949,5487230190,10
1974927949,4604294581,10
1974927949,2408902399,10
1974927949,2336581624,10
1974927949,1687394951,15
1974927949,4070142365,15
1974927949,3268302099,15
1974927949,2427182541,15
6902525271,7618287173,10
6902525271,7070514792,10
6902525271,5679979849,10
6902525271,2337323734,10
6902525271,9232960782,15
6902525271,2189223185,15
6902525271,1964073193,15
6902525271,2111444789,15
2393935153,2200895853,10
2393935153,365213977,10
2393935153,5528012249,10
2393935153,3664953704,10
2393935153,8502247600,15
2393935153,6990622000,15
2393935153,262184061,15
2393935153,2391052801,15
9309565704,2469031982,10
9309565704,5356102596,10
9309565704,9316911411,10
9309565704,7836191125,10
9309565704,1254503704,15
9309565704,261213272,15
9309565704,3987196801,15
9309565704,1956355947,15
2269161723,1883299877,10
2269161723,261150727,10
2269161723,668999876,10
2269161723,4226840065,10
2269161723,1970791754,15
2269161723,2401553793,15
2269161723,2407308589,15
2269161723,6841533728,15
261177854,261198964,10
261177854,2304166963,10
261177854,305523787,10
261177854,1719825988,10
261177854,2402584700,15
261177854,2393970597,15
261177854,365020034,15
261177854,7654230153,15
2400059704,8807261006,10
2400059704,261221018,10
2400059704,469191930,10
2400059704,8812373862,10
2400059704,9159603365,15
2400059704,459968077,15
2400059704,2488661068,15
2400059704,8113178917,15
3898081948,261345834,10
3898081948,2467544119,10
3898081948,2264169240,10
3898081948,2425289507,10
3898081948,2421238445,15
3898081948,5495260142,15
3898081948,8078963688,15
3898081948,1952395710,15
5493073357,2184764869,10
5493073357,6423710084,10
5493073357,4990875352,10
5493073357,2203993111,10
5493073357,261140240,15
5493073357,261209239,15
5493073357,3632057617,15
5493073357,7492582759,15
5115070763,262185926,10
5115070763,369879161,10
5115070763,8551854124,10
5115070763,5893620443,10
5115070763,305903026,15
5115070763,1722177229,15
5115070763,367528840,15
5115070763,5495531431,15
2813508033,8386905654,10
2813508033,367740574,10
2813508033,261310666,10
2813508033,5493141356,10
2813508033,368387637,15
2813508033,2393952183,15
2813508033,5495493327,15
2813508033,261142617,15
1053666855,5496181863,10
1053666855,267167874,10
1053666855,5527998907,10
1053666855,732432875,10
1053666855,5419681286,15
1053666855,2434316071,15
1053666855,9251471247,15
1053666855,7515614610,15
6990621989,261214475,10
6990621989,9102166169,10
6990621989,261160361,10
6990621989,366580564,10
6990621989,7505597535,15
6990621989,9242098652,15
6990621989,1438358881,15
6990621989,1438350842,15
9258025209,5912734301,10
9258025209,4042933136,10
9258025209,2416732187,10
9258025209,2276126677,10
9258025209,258946891,15
9258025209,6167167251,15
9258025209,2437679083,15
9258025209,261150327,15
261242043,367740660,10
261242043,3643423767,10
261242043,261242916,10
261242043,369004924,10
261242043,2896093711,15
261242043,7506159001,15
261242043,7506249046,15
261242043,1953908400,15
5492688650,368975236,10
5492688650,5421580752,10
5492688650,862961732,10
5492688650,5495319439,10
5492688650,2408214907,15
5492688650,2195139475,15
5492688650,5527881428,15
5492688650,2012720218,15
367951198,469191904,10
367951198,5527981781,10
367951198,2386573665,10
367951198,5496096721,10
367951198,261349991,15
367951198,2404073356,15
367951198,2353905648,15
367951198,261107736,15
9074967449,5493537621,10
9074967449,2352813626,10
9074967449,261190920,10
9074967449,7282892865,10
9074967449,5496231744,15
9074967449,3601292862,15
9074967449,261137056,15
9074967449,418163218,15
9236153596,2393935191,10
9236153596,8374173931,10
9236153596,5527983109,10
9236153596,3413894359,10
9236153596,8879682349,15
9236153596,1314172308,15
9236153596,261264696,15
9236153596,5492716607,15
2465509020,261137096,10
2465509020,1439025356,10
2465509020,5493211411,10
2465509020,2168593423,10
2465509020,5492736426,15
2465509020,2409090809,15
2465509020,6776355138,15
2465509020,261155620,15
9276463371,1729824520,10
9276463371,5495328173,10
9276463371,1975008261,10
9276463371,261179899,10
9276463371,2053727426,15
9276463371,665039970,15
9276463371,5753374422,15
9276463371,2412370695,15
5496245364,2203993063,10
5496245364,5495976212,10
5496245364,7505456497,10
5496245364,9258642745,10
5496245364,2461633441,15
5496245364,5931154055,15
5496245364,2172902541,15
5496245364,8752237879,15
2264930082,2386545662,10
2264930082,261142159,10
2264930082,368380107,10
2264930082,2424209193,10
2264930082,7191919409,15
2264930082,2419359918,15
2264930082,8332311393,15
2264930082,7199590501,15
8849080456,676868939,10
8849080456,4060075150,10
8849080456,2342699024,10
8849080456,1985537117,10
8849080456,2478181705,15
8849080456,5498172360,15
8849080456,7610489620,15
8849080456,9241953106,15
5772197161,261147276,10
5772197161,2617112212,10
5772197161,261239015,10
5772197161,261212541,10
5772197161,3511236995,15
5772197161,7505548676,15
5772197161,2780811878,15
5772197161,4035514311,15
5492702573,365020674,10
5492702573,9169043160,10
5492702573,261115161,10
5492702573,7625553472,10
5492702573,2402584716,15
5492702573,8763570663,15
5492702573,367756609,15
5492702573,2465508980,15
5492819373,1953650139,10
5492819373,2401539904,10
5492819373,261169515,10
5492819373,734844570,10
5492819373,2144878266,15
5492819373,2876586231,15
5492819373,4587796984,15
5492819373,2078207387,15
5493593231,2281926016,10
5493593231,4024292297,10
5493593231,1843255305,10
5493593231,261173919,10
5493593231,2321288254,15
5493593231,2388588654,15
5493593231,5532924791,15
5493593231,7682812849,15
1771858415,2437665374,10
1771858415,2212509895,10
1771858415,4333065104,10
1771858415,2206162380,10
1771858415,6042833881,15
1771858415,5492819324,15
1771858415,2172882413,15
1771858415,2404099466,15
5496130641,5638485667,10
5496130641,6340881715,10
5496130641,5263979292,10
5496130641,2186461489,10
5496130641,5819677376,15
5496130641,9279000959,15
5496130641,6042833872,15
5496130641,261185886,15
261189411,365220466,10
261189411,2425892739,10
261189411,5495962718,10
261189411,8748342051,10
261189411,3480660091,15
261189411,9074967546,15
261189411,2404263947,15
261189411,2405694494,15
368060182,261202156,10
368060182,7477867942,10
368060182,2401539902,10
368060182,7292247220,10
368060182,3247277437,15
368060182,2286577021,15
368060182,7930816301,15
368060182,261185702,15
365281696,692311246,10
365281696,9188390556,10
365281696,262348632,10
365281696,418158489,10
365281696,261118009,15
365281696,8629604512,15
365281696,7933684065,15
365281696,9184166036,15
5493596558,8337751507,10
5493596558,8622703976,10
5493596558,5907549150,10
5493596558,2412105429,10
5493596558,1283072110,15
5493596558,2469389282,15
5493596558,2400900124,15
5493596558,6291633828,15
5492815337,2178993453,10
5492815337,257172686,10
5492815337,1461400634,10
5492815337,2316599999,10
5492815337,2472260221,15
5492815337,2472290650,15
5492815337,261296509,15
5492815337,261107967,15
2388581629,5495741341,10
2388581629,261137144,10
2388581629,8086923050,10
2388581629,2480100333,10
2388581629,261131940,15
2388581629,1752821319,15
2388581629,261162200,15
2388581629,5493636446,15
9271211980,6784804279,10
9271211980,7985284926,10
9271211980,8113954767,10
9271211980,2424209596,10
9271211980,5495347347,15
9271211980,261212715,15
9271211980,8730322501,15
9271211980,261241271,15
1899369863,261185681,10
1899369863,269712660,10
1899369863,5595825947,10
1899369863,261159310,10
1899369863,261200104,15
1899369863,8869127509,15
1899369863,3632057617,15
1899369863,2426172889,15
8520355508,365213089,10
8520355508,2398791988,10
8520355508,2174877535,10
8520355508,2343018813,10
8520355508,261128037,15
8520355508,2378577011,15
8520355508,8937586532,15
8520355508,261239920,15
2465508987,270406891,10
2465508987,5492815418,10
2465508987,261186101,10
2465508987,5491124840,10
2465508987,1699135039,15
2465508987,2174917827,15
2465508987,588175830,15
2465508987,2279359196,15
5532924803,261226538,10
5532924803,8251278110,10
5532924803,8869127476,10
5532924803,3503239559,10
5532924803,2405473488,15
5532924803,5492680062,15
5532924803,5631665516,15
5532924803,2521287647,15
2373086196,4332934980,10
2373086196,9265104340,10
2373086196,261292497,10
2373086196,2388869583,10
2373086196,365019784,15
2373086196,406121397,15
2373086196,2426192168,15
2373086196,261178801,15
261118372,5493198145,10
261118372,2401539918,10
261118372,2187083903,10
261118372,5492823475,10
261118372,4099116460,15
261118372,261207548,15
261118372,408455148,15
261118372,261186121,15
5493605009,261176139,10
5493605009,1865143349,10
5493605009,1314171964,10
5493605009,2405447321,10
5493605009,2380741592,15
5493605009,7022595090,15
5493605009,365005398,15
5493605009,4114769511,15
1977786720,261095913,10
1977786720,2188888625,10
1977786720,261198131,10
1977786720,261875435,10
1977786720,5342873185,15
1977786720,261209739,15
1977786720,7835351235,15
1977786720,261218263,15
2391052803,365053998,10
2391052803,5495555001,10
2391052803,2403302844,10
2391052803,1343286887,10
2391052803,5496052246,15
2391052803,8087385160,15
2391052803,367787695,15
2391052803,2271188230,15
5689480380,368016290,10
5689480380,2437665376,10
5689480380,261163684,10
5689480380,4082291517,10
5689480380,261187939,15
5689480380,5496459599,15
5689480380,2383788632,15
5689480380,261149798,15
2196473809,5691888257,10
2196473809,261193470,10
2196473809,369884692,10
2196473809,261250329,10
2196473809,5680709514,15
2196473809,2394594235,15
2196473809,2188922992,15
2196473809,2170743006,15
5631000008,5492679584,10
5631000008,3235330429,10
5631000008,317749771,10
5631000008,3997717152,10
5631000008,261207128,15
5631000008,665039940,15
5631000008,2393905293,15
5631000008,5493636451,15
369884645,8184591863,10
369884645,5492778264,10
369884645,261159187,10
369884645,4108993942,10
369884645,1959768179,15
369884645,261195714,15
369884645,7124465685,15
369884645,4960125343,15
7070671357,2393970561,10
7070671357,5493196280,10
7070671357,6774949432,10
7070671357,2295446909,10
7070671357,1283059569,15
7070671357,8107510909,15
7070671357,9102166234,15
7070671357,5495298492,15
